Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
US-2023-100048,2023-02-08,2023-02-09,Standard Class,CU-10048,Customer 48,Consumer,United States,Los Angeles,Ohio,16229,Central,PR-APP-1048,Office Supplies,Appliances,Appliances Model 48,450.93,9,0.15,-77.74
US-2024-100049,2024-01-04,2024-01-08,First Class,CU-10049,Customer 49,Corporate,United States,Houston,Georgia,70004,West,PR-BIN-1049,Office Supplies,Binders,Binders Model 49,165.64,6,0.1,36.74
US-2023-100050,2023-12-16,2023-12-19,Standard Class,CU-10050,Customer 50,Consumer,United States,Miami,Ohio,23046,South,PR-STO-1050,Office Supplies,Storage,Storage Model 0,43.46,6,0.0,1.8
US-2024-100051,2024-10-07,2024-10-13,Second Class,CU-10051,Customer 51,Home Office,United States,Los Angeles,Florida,23234,South,PR-TAB-1051,Furniture,Tables,Tables Model 1,250.42,4,0.5,76.59
US-2023-100052,2023-04-23,2023-04-27,Standard Class,CU-10052,Customer 52,Consumer,United States,Los Angeles,Georgia,88477,Central,PR-MAC-1052,Technology,Machines,Machines Model 2,117.01,4,0.1,6.47
US-2024-100053,2023-09-18,2023-09-25,Standard Class,CU-10053,Customer 53,Consumer,United States,Atlanta,New York,15287,East,PR-PAP-1053,Office Supplies,Paper,Paper Model 3,239.02,1,0.0,4.3
US-2023-100054,2023-11-30,2023-12-05,Second Class,CU-10054,Customer 54,Corporate,United States,Miami,Michigan,75441,Central,PR-PHO-1054,Technology,Phones,Phones Model 4,89.64,1,0.2,19.92
US-2024-100055,2023-10-18,2023-10-23,Second Class,CU-10055,Customer 55,Corporate,United States,Chicago,Illinois,29282,West,PR-TAB-1055,Furniture,Tables,Tables Model 5,719.69,8,0.2,162.18
US-2023-100056,2024-07-28,2024-08-04,Standard Class,CU-10056,Customer 56,Home Office,United States,Los Angeles,Michigan,77728,East,PR-STO-1056,Office Supplies,Storage,Storage Model 6,374.81,3,0.15,29.18
US-2024-100057,2023-06-28,2023-06-30,Standard Class,CU-10057,Customer 57,Home Office,United States,Seattle,California,69379,East,PR-ACC-1057,Technology,Accessories,Accessories Model 7,119.34,3,0.1,-8.0
US-2023-100058,2024-09-26,2024-09-28,Same Day,CU-10058,Customer 58,Corporate,United States,Los Angeles,Pennsylvania,65180,South,PR-ART-1058,Office Supplies,Art,Art Model 8,325.89,4,0.1,76.17
US-2024-100059,2024-11-15,2024-11-17,Standard Class,CU-10059,Customer 59,Consumer,United States,Houston,Texas,85683,West,PR-FUR-1059,Furniture,Furnishings,Furnishings Model 9,278.11,5,0.1,-3.82
US-2023-100060,2024-09-14,2024-09-18,Standard Class,CU-10060,Customer 60,Consumer,United States,Seattle,Washington,74644,Central,PR-ART-1060,Office Supplies,Art,Art Model 10,189.67,8,0.1,24.28
US-2024-100061,2023-10-24,2023-10-30,Standard Class,CU-10061,Customer 61,Corporate,United States,Columbus,California,86589,Central,PR-COP-1061,Technology,Copiers,Copiers Model 11,299.48,6,0.0,-67.99
US-2023-100062,2023-07-21,2023-07-25,Standard Class,CU-10062,Customer 62,Home Office,United States,Detroit,Illinois,23224,East,PR-STO-1062,Office Supplies,Storage,Storage Model 12,52.67,5,0.0,11.64
US-2024-100063,2023-06-28,2023-07-04,First Class,CU-10063,Customer 63,Home Office,United States,Miami,Michigan,77526,West,PR-FUR-1063,Furniture,Furnishings,Furnishings Model 13,61.21,2,0.3,6.79
US-2023-100064,2024-11-19,2024-11-23,Standard Class,CU-10064,Customer 64,Corporate,United States,Philadelphia,Pennsylvania,31566,South,PR-BOO-1064,Furniture,Bookcases,Bookcases Model 14,74.86,1,0.0,27.9
US-2024-100065,2023-10-12,2023-10-13,Standard Class,CU-10065,Customer 65,Consumer,United States,Miami,Texas,28449,Central,PR-PHO-1065,Technology,Phones,Phones Model 15,89.87,8,0.2,-14.06
US-2023-100066,2024-10-04,2024-10-06,Standard Class,CU-10066,Customer 66,Corporate,United States,Atlanta,Texas,85629,Central,PR-ART-1066,Office Supplies,Art,Art Model 16,103.97,4,0.0,31.53
US-2024-100067,2023-02-23,2023-02-24,Same Day,CU-10067,Customer 67,Home Office,United States,Chicago,Texas,49986,Central,PR-LAB-1067,Office Supplies,Labels,Labels Model 17,379.48,7,0.15,-108.61
US-2023-100068,2023-01-07,2023-01-09,Standard Class,CU-10068,Customer 68,Corporate,United States,Columbus,California,12198,Central,PR-STO-1068,Office Supplies,Storage,Storage Model 18,124.27,5,0.1,-9.1
US-2024-100069,2024-01-21,2024-01-24,First Class,CU-10069,Customer 69,Corporate,United States,Columbus,Ohio,24596,West,PR-COP-1069,Technology,Copiers,Copiers Model 19,365.61,1,0.2,-22.2
US-2023-100070,2024-06-04,2024-06-06,Standard Class,CU-10070,Customer 70,Consumer,United States,Detroit,Ohio,33752,West,PR-APP-1070,Office Supplies,Appliances,Appliances Model 20,326.24,1,0.1,19.16
US-2024-100071,2023-05-08,2023-05-13,Same Day,CU-10071,Customer 71,Corporate,United States,Atlanta,Washington,67384,East,PR-TAB-1071,Furniture,Tables,Tables Model 21,162.7,7,0.15,44.87
US-2023-100072,2024-02-05,2024-02-07,Second Class,CU-10072,Customer 72,Home Office,United States,Chicago,Georgia,46397,West,PR-LAB-1072,Office Supplies,Labels,Labels Model 22,201.95,9,0.1,20.46
US-2024-100073,2024-11-06,2024-11-07,Second Class,CU-10073,Customer 73,Consumer,United States,Columbus,Florida,38769,East,PR-FUR-1073,Furniture,Furnishings,Furnishings Model 23,328.44,5,0.2,1.98
US-2023-100074,2023-03-14,2023-03-15,Second Class,CU-10074,Customer 74,Consumer,United States,Miami,California,64912,East,PR-APP-1074,Office Supplies,Appliances,Appliances Model 24,102.85,2,0.15,3.29
US-2024-100075,2023-04-12,2023-04-14,Standard Class,CU-10075,Customer 75,Consumer,United States,Houston,Illinois,79626,South,PR-ART-1075,Office Supplies,Art,Art Model 25,182.92,5,0.0,69.03
US-2023-100076,2024-06-20,2024-06-22,Second Class,CU-10076,Customer 76,Corporate,United States,Detroit,Georgia,37935,East,PR-PHO-1076,Technology,Phones,Phones Model 26,272.85,5,0.15,80.34
US-2024-100077,2024-05-12,2024-05-15,Standard Class,CU-10077,Customer 77,Consumer,United States,Columbus,New York,46062,Central,PR-LAB-1077,Office Supplies,Labels,Labels Model 27,393.95,5,0.15,-65.07
US-2023-100078,2023-07-02,2023-07-09,Standard Class,CU-10078,Customer 78,Home Office,United States,Columbus,Florida,16640,Central,PR-ACC-1078,Technology,Accessories,Accessories Model 28,179.39,2,0.2,12.77
US-2024-100079,2024-02-18,2024-02-21,Second Class,CU-10079,Customer 79,Corporate,United States,Columbus,New York,58543,West,PR-APP-1079,Office Supplies,Appliances,Appliances Model 29,113.83,2,0.0,35.18
US-2023-100080,2023-12-25,2023-12-29,Standard Class,CU-10080,Customer 80,Consumer,United States,Chicago,California,42733,Central,PR-ACC-1080,Technology,Accessories,Accessories Model 30,777.25,9,0.2,-5.88
US-2024-100081,2024-08-07,2024-08-14,Standard Class,CU-10081,Customer 81,Home Office,United States,Los Angeles,Michigan,99431,East,PR-BOO-1081,Furniture,Bookcases,Bookcases Model 31,96.01,5,0.0,-27.6
US-2023-100082,2023-06-02,2023-06-09,Second Class,CU-10082,Customer 82,Consumer,United States,Seattle,Washington,64842,East,PR-TAB-1082,Furniture,Tables,Tables Model 32,204.6,8,0.1,26.47
US-2024-100083,2024-05-20,2024-05-23,Standard Class,CU-10083,Customer 83,Home Office,United States,Miami,Pennsylvania,91412,Central,PR-PAP-1083,Office Supplies,Paper,Paper Model 33,173.25,2,0.0,-47.52
US-2023-100084,2023-04-30,2023-05-05,First Class,CU-10084,Customer 84,Home Office,United States,Detroit,Michigan,44701,Central,PR-TAB-1084,Furniture,Tables,Tables Model 34,425.54,8,0.2,10.37
US-2024-100085,2024-06-04,2024-06-11,Standard Class,CU-10085,Customer 85,Consumer,United States,Miami,Michigan,74772,West,PR-ACC-1085,Technology,Accessories,Accessories Model 35,103.31,3,0.5,31.35
US-2023-100086,2024-08-15,2024-08-17,Standard Class,CU-10086,Customer 86,Consumer,United States,Miami,Texas,29129,South,PR-STO-1086,Office Supplies,Storage,Storage Model 36,138.08,5,0.0,24.62
US-2024-100087,2024-07-24,2024-07-27,Standard Class,CU-10087,Customer 87,Consumer,United States,Detroit,Michigan,36292,South,PR-STO-1087,Office Supplies,Storage,Storage Model 37,180.2,3,0.2,-23.12
US-2023-100088,2023-12-22,2023-12-24,Standard Class,CU-10088,Customer 88,Home Office,United States,Columbus,New York,97263,East,PR-ART-1088,Office Supplies,Art,Art Model 38,161.35,5,0.15,-30.25
US-2024-100089,2024-04-11,2024-04-17,Standard Class,CU-10089,Customer 89,Consumer,United States,Columbus,Georgia,97272,West,PR-TAB-1089,Furniture,Tables,Tables Model 39,249.25,8,0.2,-52.36
US-2023-100090,2024-12-05,2024-12-11,Second Class,CU-10090,Customer 90,Home Office,United States,Atlanta,Florida,77889,South,PR-ACC-1090,Technology,Accessories,Accessories Model 40,115.42,1,0.2,22.62
US-2024-100091,2023-03-20,2023-03-23,Standard Class,CU-10091,Customer 91,Corporate,United States,Atlanta,Ohio,54569,West,PR-ACC-1091,Technology,Accessories,Accessories Model 41,193.0,7,0.0,53.09
US-2023-100092,2023-03-25,2023-03-31,First Class,CU-10092,Customer 92,Consumer,United States,Houston,California,54413,West,PR-CHA-1092,Furniture,Chairs,Chairs Model 42,178.42,4,0.2,42.99
US-2024-100093,2024-05-21,2024-05-22,First Class,CU-10093,Customer 93,Consumer,United States,Atlanta,Pennsylvania,29982,West,PR-FUR-1093,Furniture,Furnishings,Furnishings Model 43,367.04,6,0.2,3.53
US-2023-100094,2024-08-13,2024-08-16,First Class,CU-10094,Customer 94,Corporate,United States,New York City,Washington,49110,South,PR-ART-1094,Office Supplies,Art,Art Model 44,57.08,9,0.2,13.91
US-2024-100095,2023-08-24,2023-08-28,First Class,CU-10095,Customer 95,Home Office,United States,Seattle,Michigan,75455,West,PR-BIN-1095,Office Supplies,Binders,Binders Model 45,765.19,9,0.0,90.93
US-2023-100096,2024-01-01,2024-01-08,Standard Class,CU-10096,Customer 96,Corporate,United States,Philadelphia,Michigan,74288,East,PR-APP-1096,Office Supplies,Appliances,Appliances Model 46,207.94,5,0.0,-5.25
US-2024-100097,2023-11-06,2023-11-12,Second Class,CU-10097,Customer 97,Corporate,United States,Seattle,California,84441,South,PR-PHO-1097,Technology,Phones,Phones Model 47,161.45,9,0.1,-46.36
US-2023-100098,2023-05-23,2023-05-25,Standard Class,CU-10098,Customer 98,Corporate,United States,Atlanta,Ohio,35003,South,PR-STO-1098,Office Supplies,Storage,Storage Model 48,112.94,6,0.1,20.63
US-2024-100099,2024-12-16,2024-12-18,Second Class,CU-10099,Customer 99,Consumer,United States,Seattle,Ohio,56163,West,PR-TAB-1099,Furniture,Tables,Tables Model 49,347.56,7,0.15,-31.56
US-2023-100100,2024-07-20,2024-07-26,Second Class,CU-10100,Customer 100,Consumer,United States,Seattle,Florida,38380,East,PR-APP-1100,Office Supplies,Appliances,Appliances Model 0,492.74,9,0.2,-72.21
US-2024-100101,2024-12-14,2024-12-17,Standard Class,CU-10101,Customer 101,Corporate,United States,Houston,Pennsylvania,65230,South,PR-ART-1101,Office Supplies,Art,Art Model 1,114.03,8,0.5,17.7
US-2023-100102,2024-08-30,2024-08-31,First Class,CU-10102,Customer 102,Corporate,United States,Seattle,Georgia,41860,West,PR-BIN-1102,Office Supplies,Binders,Binders Model 2,111.75,4,0.1,8.97
US-2024-100103,2023-09-25,2023-09-28,Standard Class,CU-10103,Customer 103,Corporate,United States,New York City,Florida,94878,East,PR-BIN-1103,Office Supplies,Binders,Binders Model 3,463.64,3,0.1,157.01
US-2023-100104,2023-11-14,2023-11-20,Standard Class,CU-10104,Customer 104,Corporate,United States,Miami,Ohio,57064,South,PR-STO-1104,Office Supplies,Storage,Storage Model 4,44.15,5,0.2,1.97
US-2024-100105,2024-04-04,2024-04-08,Standard Class,CU-10105,Customer 105,Home Office,United States,Columbus,Georgia,54738,West,PR-APP-1105,Office Supplies,Appliances,Appliances Model 5,431.3,5,0.0,48.26
US-2023-100106,2023-10-11,2023-10-12,Standard Class,CU-10106,Customer 106,Home Office,United States,Chicago,Illinois,25563,West,PR-STO-1106,Office Supplies,Storage,Storage Model 6,35.66,1,0.0,-1.73
US-2024-100107,2024-05-25,2024-05-30,First Class,CU-10107,Customer 107,Corporate,United States,Seattle,Georgia,37420,South,PR-LAB-1107,Office Supplies,Labels,Labels Model 7,117.28,4,0.0,-30.5
US-2023-100108,2023-05-06,2023-05-08,Standard Class,CU-10108,Customer 108,Consumer,United States,Detroit,New York,71212,East,PR-ART-1108,Office Supplies,Art,Art Model 8,192.55,4,0.5,72.32
US-2024-100109,2023-11-04,2023-11-06,Standard Class,CU-10109,Customer 109,Consumer,United States,Atlanta,Ohio,20225,South,PR-ACC-1109,Technology,Accessories,Accessories Model 9,75.8,4,0.0,-15.7
US-2023-100110,2023-12-11,2023-12-17,Standard Class,CU-10110,Customer 110,Consumer,United States,Seattle,California,41890,South,PR-TAB-1110,Furniture,Tables,Tables Model 10,153.74,8,0.2,36.58
US-2024-100111,2024-08-07,2024-08-08,Second Class,CU-10111,Customer 111,Corporate,United States,Detroit,Michigan,82460,West,PR-MAC-1111,Technology,Machines,Machines Model 11,163.23,2,0.5,-43.46
US-2023-100112,2023-10-06,2023-10-09,Second Class,CU-10112,Customer 112,Home Office,United States,Los Angeles,Florida,61924,Central,PR-PAP-1112,Office Supplies,Paper,Paper Model 12,30.06,6,0.3,9.45
US-2024-100113,2023-10-18,2023-10-22,Standard Class,CU-10113,Customer 113,Corporate,United States,Philadelphia,Georgia,86743,East,PR-BIN-1113,Office Supplies,Binders,Binders Model 13,72.85,9,0.1,5.97
US-2023-100114,2023-05-13,2023-05-15,Standard Class,CU-10114,Customer 114,Consumer,United States,Chicago,Washington,83770,East,PR-STO-1114,Office Supplies,Storage,Storage Model 14,174.42,5,0.2,-39.03
US-2024-100115,2023-04-27,2023-05-01,Second Class,CU-10115,Customer 115,Home Office,United States,Detroit,Washington,18906,East,PR-APP-1115,Office Supplies,Appliances,Appliances Model 15,358.42,7,0.1,117.45
US-2023-100116,2024-10-31,2024-11-02,Standard Class,CU-10116,Customer 116,Consumer,United States,New York City,California,53596,West,PR-BIN-1116,Office Supplies,Binders,Binders Model 16,222.32,3,0.1,-52.75
US-2024-100117,2024-03-20,2024-03-22,Standard Class,CU-10117,Customer 117,Corporate,United States,Miami,Washington,22149,East,PR-LAB-1117,Office Supplies,Labels,Labels Model 17,60.51,7,0.0,15.45
US-2023-100118,2023-01-10,2023-01-12,Standard Class,CU-10118,Customer 118,Corporate,United States,Detroit,Georgia,81831,South,PR-PHO-1118,Technology,Phones,Phones Model 18,182.96,6,0.1,46.77
US-2024-100119,2024-11-06,2024-11-08,Second Class,CU-10119,Customer 119,Consumer,United States,Los Angeles,Ohio,74174,Central,PR-STO-1119,Office Supplies,Storage,Storage Model 19,247.11,7,0.15,-57.61
US-2023-100120,2024-08-12,2024-08-17,Standard Class,CU-10120,Customer 120,Corporate,United States,Detroit,Michigan,27727,East,PR-BIN-1120,Office Supplies,Binders,Binders Model 20,105.51,7,0.1,-14.52
US-2024-100121,2023-10-29,2023-11-01,Standard Class,CU-10121,Customer 121,Consumer,United States,Seattle,Georgia,43893,East,PR-BOO-1121,Furniture,Bookcases,Bookcases Model 21,72.55,1,0.0,-4.44
US-2023-100122,2024-07-14,2024-07-18,Standard Class,CU-10122,Customer 122,Corporate,United States,New York City,Illinois,78011,East,PR-PAP-1122,Office Supplies,Paper,Paper Model 22,32.31,6,0.0,-8.12
US-2024-100123,2023-06-21,2023-06-23,First Class,CU-10123,Customer 123,Corporate,United States,Philadelphia,California,19686,South,PR-PAP-1123,Office Supplies,Paper,Paper Model 23,465.42,3,0.0,-122.57
US-2023-100124,2024-02-04,2024-02-08,Standard Class,CU-10124,Customer 124,Home Office,United States,Miami,Washington,20754,South,PR-APP-1124,Office Supplies,Appliances,Appliances Model 24,399.72,9,0.2,-119.57
US-2024-100125,2023-10-13,2023-10-18,Standard Class,CU-10125,Customer 125,Consumer,United States,Seattle,Pennsylvania,66273,Central,PR-PHO-1125,Technology,Phones,Phones Model 25,273.35,8,0.2,-35.38
US-2023-100126,2024-03-24,2024-03-27,First Class,CU-10126,Customer 126,Corporate,United States,Houston,Washington,52685,West,PR-LAB-1126,Office Supplies,Labels,Labels Model 26,63.14,5,0.0,-8.38
US-2024-100127,2023-01-12,2023-01-19,Standard Class,CU-10127,Customer 127,Home Office,United States,Los Angeles,Georgia,35169,East,PR-BIN-1127,Office Supplies,Binders,Binders Model 27,76.17,6,0.1,-2.0
US-2023-100128,2024-04-10,2024-04-16,Standard Class,CU-10128,Customer 128,Corporate,United States,Seattle,New York,58895,South,PR-APP-1128,Office Supplies,Appliances,Appliances Model 28,124.23,5,0.0,-23.9
US-2024-100129,2024-01-16,2024-01-20,Standard Class,CU-10129,Customer 129,Consumer,United States,Houston,Texas,61112,West,PR-MAC-1129,Technology,Machines,Machines Model 29,115.05,1,0.15,27.08
US-2023-100130,2024-01-25,2024-01-30,Standard Class,CU-10130,Customer 130,Consumer,United States,New York City,Ohio,82146,West,PR-PHO-1130,Technology,Phones,Phones Model 30,34.53,4,0.1,-7.8
